,Electrolyte,Co-adsorbent,Co-sensitizer,Semiconductor,Molecule keywords
749,Iodide_Triiodide,None,None,TiO2,carbazole
751,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy"
752,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy"
753,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy"
754,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy"
755,Iodide_Triiodide,CDCA,None,TiO2,carbazole
756,Iodide_Triiodide,CDCA,None,TiO2,carbazole
757,Iodide_Triiodide,CDCA,None,TiO2,carbazole
758,Iodide_Triiodide,CDCA,None,TiO2,carbazole
759,Iodide_Triiodide,CDCA,None,TiO2,carbazole
760,Iodide_Triiodide,CDCA,None,TiO2,carbazole
761,Iodide_Triiodide,CDCA,None,TiO2,carbazole
762,Iodide_Triiodide,CDCA,None,TiO2,carbazole
763,Iodide_Triiodide,CDCA,None,TiO2,carbazole
764,Iodide_Triiodide,None,None,TiO2,carbazole
765,Iodide_Triiodide,None,None,TiO2,carbazole
770,Iodide_Triiodide,None,None,TiO2,carbazole
771,Iodide_Triiodide,None,None,TiO2,carbazole
772,Iodide_Triiodide,None,None,TiO2,carbazole
773,Iodide_Triiodide,None,None,TiO2,carbazole
774,Iodide_Triiodide,None,None,TiO2,carbazole
775,Iodide_Triiodide,None,None,TiO2,carbazole
776,Iodide_Triiodide,None,None,TiO2,carbazole
777,Iodide_Triiodide,None,None,TiO2,indolocarbazole
778,Iodide_Triiodide,None,None,TiO2,indolocarbazole
779,Iodide_Triiodide,None,None,TiO2,indolocarbazole
780,Iodide_Triiodide,None,None,TiO2,indolocarbazole
781,Iodide_Triiodide,None,None,TiO2,carbazole
783,Iodide_Triiodide,None,None,TiO2,carbazole
784,Iodide_Triiodide,None,None,TiO2,carbazole
785,Iodide_Triiodide,None,None,TiO2,carbazole
786,Iodide_Triiodide,None,None,TiO2,carbazole
788,Iodide_Triiodide,None,"N719, Ruthenium",TiO2,"carbazole, triphenylamine"
789,Iodide_Triiodide,None,"N719, Ruthenium",TiO2,"carbazole, triphenylamine"
792,Iodide_Triiodide,CDCA,None,TiO2,carbazole
793,Iodide_Triiodide,CDCA,None,TiO2,carbazole
794,Iodide_Triiodide,None,None,TiO2,carbazole
796,Iodide_Triiodide,None,None,TiO2,carbazole
797,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
798,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
800,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
802,Co(II)_Co(III),None,Zinc-porphyrin as cosensitizer,TiO2,perylene
803,Iodide_Triiodide,None,None,TiO2,fluorene
804,Iodide_Triiodide,None,None,TiO2,carbazole
805,Iodide_Triiodide,None,None,TiO2,thienothiophene
806,Iodide_Triiodide,None,None,TiO2,thienothiophene
807,Iodide_Triiodide,None,None,TiO2,thienothiophene
808,Iodide_Triiodide,None,None,TiO2,thienothiophene
810,Iodide_Triiodide,None,None,TiO2,"cyanovinyl, thiophene"
812,Co(II)_Co(III),None,None,TiO2,triphenylamine
813,Iodide_Triiodide,None,None,TiO2,carbazole
814,Iodide_Triiodide,None,None,TiO2,carbazole
816,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
817,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
818,Iodide_Triiodide,CDCA,None,TiO2,isoindigo
819,Iodide_Triiodide,None,None,TiO2,carbazole
820,Iodide_Triiodide,None,None,TiO2,carbazole
821,Iodide_Triiodide,None,None,TiO2,carbazole
822,Iodide_Triiodide,None,None,TiO2,carbazole
823,Iodide_Triiodide,None,None,TiO2,carbazole
824,Iodide_Triiodide,None,None,TiO2,carbazole
825,Iodide_Triiodide,None,None,TiO2,carbazole
826,Iodide_Triiodide,None,None,TiO2,carbazole
827,Iodide_Triiodide,None,None,TiO2,carbazole
830,Iodide_Triiodide,None,None,TiO2,carbazole
833,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy"
839,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
840,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
841,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
842,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
843,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
844,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
845,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
846,Iodide_Triiodide,None,None,TiO2,carbazole
847,Iodide_Triiodide,HC-A1,None,TiO2,carbazole
850,Co(II)_Co(III),None,None,TiO2,carbazole
851,Co(II)_Co(III),None,None,TiO2,carbazole
852,Co(II)_Co(III),None,None,TiO2,carbazole
854,Bromide_Tribromide,None,None,TiO2,carbazole
861,Iodide_Triiodide,None,None,TiO2,-
862,Iodide_Triiodide,None,None,TiO2,anthracene
863,Iodide_Triiodide,None,None,TiO2,anthracene
864,Iodide_Triiodide,None,None,TiO2,anthracene
865,Iodide_Triiodide,None,None,TiO2,iminodibenzyl
866,Co(II)_Co(III),isooctyltrimethoxysilane,None,TiO2,carbazole
871,Co(II)_Co(III),isooctyltrimethoxysilane,None,TiO2,carbazole
872,Co(II)_Co(III),isooctyltrimethoxysilane,None,TiO2,carbazole
875,Iodide_Triiodide,CDCA,None,TiO2,isoindigo
876,Iodide_Triiodide,CDCA,None,TiO2,isoindigo
877,Iodide_Triiodide,None,None,TiO2,iminostilbene
878,Iodide_Triiodide,None,None,TiO2,iminodibenzyl
879,Iodide_Triiodide,None,None,TiO2,iminostilbene
880,Iodide_Triiodide,CDCA,None,TiO2,carbazole
881,Iodide_Triiodide,CDCA,None,TiO2,carbazole
882,Iodide_Triiodide,CDCA,None,TiO2,carbazole
883,Iodide_Triiodide,None,None,TiO2,carbazole
884,Iodide_Triiodide,None,None,TiO2,carbazole
885,Iodide_Triiodide,None,None,TiO2,carbazole
886,Iodide_Triiodide,None,None,TiO2,carbazole
887,Iodide_Triiodide,None,None,TiO2,carbazole
888,Iodide_Triiodide,None,None,TiO2,julolidine
889,Iodide_Triiodide,None,None,TiO2,julolidine
890,Co(II)_Co(III),None,None,TiO2,perylene
891,Iodide_Triiodide,None,None,TiO2,fluorene
892,Iodide_Triiodide,None,None,TiO2,isoindigo
893,Iodide_Triiodide,None,None,TiO2,isoindigo
894,Iodide_Triiodide,DCA,None,TiO2,tetracyanoethylene
895,Iodide_Triiodide,None,None,TiO2,carbazole
896,Iodide_Triiodide,CDCA,None,TiO2,carbazole
897,Iodide_Triiodide,CDCA,None,TiO2,carbazole
898,Iodide_Triiodide,CDCA,None,TiO2,carbazole
899,Iodide_Triiodide,None,None,TiO2,carbazole
901,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy, triphenylamine"
903,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
904,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
905,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
906,Iodide_Triiodide,None,None,TiO2,triphenylamine
909,Iodide_Triiodide,None,None,TiO2,carbazole
912,Iodide_Triiodide,None,None,TiO2,carbazole
913,Iodide_Triiodide,None,None,TiO2,carbazole
915,Iodide_Triiodide,None,None,TiO2,iminostilbene
916,Iodide_Triiodide,None,None,TiO2,iminostilbene
917,Iodide_Triiodide,None,None,TiO2,pyrenoimidazole
919,Iodide_Triiodide,None,None,TiO2,"cyanovinyl, thiophene"
920,Iodide_Triiodide,None,None,TiO2,benzimidazole
921,Iodide_Triiodide,None,None,TiO2,"cyanovinyl, thiophene"
922,Iodide_Triiodide,None,None,TiO2,pyranylidene
925,Iodide_Triiodide,None,None,TiO2,pyranylidene
927,Iodide_Triiodide,None,None,TiO2,pyranylidene
929,Iodide_Triiodide,None,None,TiO2,pyranylidene
930,Iodide_Triiodide,None,None,TiO2,pyranylidene
931,Iodide_Triiodide,None,None,TiO2,pyranylidene
932,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
933,Iodide_Triiodide,None,None,TiO2,carbazole
934,Iodide_Triiodide,None,None,TiO2,"carbazole,bodipy, triphenylamine"
935,Iodide_Triiodide,None,None,TiO2,carbazole
937,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
938,Iodide_Triiodide,None,None,TiO2,carbazole
939,Iodide_Triiodide,None,None,TiO2,carbazole
940,Iodide_Triiodide,None,None,TiO2,carbazole
941,Iodide_Triiodide,None,None,TiO2,carbazole
942,Iodide_Triiodide,None,None,TiO2,carbazole
943,Iodide_Triiodide,None,None,TiO2,carbazole
944,Iodide_Triiodide,None,None,TiO2,carbazole
953,Iodide_Triiodide,None,None,TiO2,"thienylethynyl,dimethylaniline"
954,Iodide_Triiodide,None,None,TiO2,"thienylethynyl,dimethylaniline"
955,Iodide_Triiodide,None,None,TiO2,"benzothiadiazole, pyridine"
956,Iodide_Triiodide,None,None,TiO2,"benzothiadiazole, pyridine"
957,Iodide_Triiodide,None,None,TiO2,"benzothiadiazole, pyridine"
958,Iodide_Triiodide,None,None,TiO2,"benzothiadiazole, pyridine"
959,Iodide_Triiodide,None,None,TiO2,"benzothiadiazole, pyridine"
961,Iodide_Triiodide,None,None,TiO2,diethylamine
962,Iodide_Triiodide,None,None,TiO2,azobenzene
963,Iodide_Triiodide,None,None,TiO2,azobenzene
965,Iodide_Triiodide,None,None,TiO2,azobenzene
967,"EL-HSE, Dyesol",None,None,TiO2,bisthiophene
969,"EL-HSE, Dyesol",None,None,TiO2,bisthiophene
972,"EL-HSE, Dyesol",CDCA,None,TiO2,bisthiophene
976,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
978,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
980,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
985,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
987,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
988,Iodide_Triiodide,None,None,TiO2,tetrahydroquinoline
991,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
993,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
995,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
997,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
998,Iodide_Triiodide,None,None,TiO2,triphenylamine
999,Iodide_Triiodide,None,None,TiO2,iminostilbene
1000,Iodide_Triiodide,None,None,TiO2,iminostilbene
1002,Iodide_Triiodide,None,None,TiO2,benzodithiophene
1003,Iodide_Triiodide,None,None,TiO2,benzodithiophene
1004,Iodide_Triiodide,None,None,TiO2,indacenodithiophene
1005,Iodide_Triiodide,None,None,TiO2,indacenodithiophene
1006,Iodide_Triiodide,None,None,TiO2,indacenodithiophene
1008,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
1010,Iodide_Triiodide,CDCA,None,TiO2,tetrahydroquinoline
1017,Iodide_Triiodide,None,None,TiO2,iminostilbene
1018,Iodide_Triiodide,None,None,TiO2,julolidine
1019,Iodide_Triiodide,None,None,TiO2,julolidine
1020,Iodide_Triiodide,None,None,TiO2,diethylamine
1021,Iodide_Triiodide,None,None,TiO2,diethylamino
1023,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1024,Iodide_Triiodide,None,None,TiO2,oligothiophene
1025,Iodide_Triiodide,None,None,TiO2,oligothiophene
1026,Iodide_Triiodide,None,None,TiO2,fluorenone
1027,Iodide_Triiodide,None,None,TiO2,fluorenone
1028,Iodide_Triiodide,None,None,TiO2,fluorenone
1029,Iodide_Triiodide,None,None,TiO2,bithiazole
1030,Iodide_Triiodide,None,None,TiO2,bithiazole
1031,Iodide_Triiodide,None,None,TiO2,"bithiazole, carbazole"
1032,Iodide_Triiodide,None,None,TiO2,bithiazole
1034,Iodide_Triiodide,None,None,TiO2,benzimidazole
1035,Iodide_Triiodide,None,None,TiO2,benzimidazole
1036,Iodide_Triiodide,None,None,TiO2,benzimidazole
1037,Iodide_Triiodide,None,None,TiO2,julolidine
1038,Iodide_Triiodide,None,None,TiO2,julolidine
1039,Iodide_Triiodide,DCA,None,TiO2,tetracyanoethylene
1040,Iodide_Triiodide,None,None,TiO2,indoloquinoxaline
1041,Iodide_Triiodide,None,None,TiO2,imidazole
1042,Iodide_Triiodide,None,None,TiO2,imidazole
1043,Iodide_Triiodide,None,None,TiO2,imidazole
1044,Iodide_Triiodide,None,None,TiO2,imidazole
1045,Iodide_Triiodide,None,None,TiO2,imidazole
1046,Iodide_Triiodide,None,None,TiO2,imidazole
1047,Iodide_Triiodide,CDCA,None,TiO2,truxene
1048,Iodide_Triiodide,CDCA,None,TiO2,truxene
1049,Iodide_Triiodide,None,None,TiO2,imidazole
1050,Iodide_Triiodide,None,None,TiO2,imidazole
1051,Iodide_Triiodide,None,None,TiO2,triphenylamine
1052,Iodide_Triiodide,None,None,TiO2,diphenylamine
1053,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1054,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1055,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1056,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1057,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1058,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1059,Iodide_Triiodide,None,None,TiO2,pyrenoimidazole
1060,Iodide_Triiodide,None,None,TiO2,pyrenoimidazole
1061,Iodide_Triiodide,None,None,TiO2,perylene
1062,Iodide_Triiodide,None,None,TiO2,perylene
1063,Iodide_Triiodide,None,None,TiO2,perylene
1064,Iodide_Triiodide,None,None,TiO2,perylene
1067,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1069,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1070,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1071,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1072,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1073,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1074,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1075,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1076,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1077,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1078,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1079,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1080,Iodide_Triiodide,None,None,TiO2,triphenylamine
1082,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1084,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1085,Iodide_Triiodide,None,None,TiO2,imidazole
1086,Iodide_Triiodide,None,None,TiO2,imidazole
1087,Iodide_Triiodide,None,None,TiO2,imidazole
1088,Iodide_Triiodide,None,None,TiO2,imidazole
1090,Iodide_Triiodide,CDCA,None,TiO2,benzothienothiophene
1091,Iodide_Triiodide,None,None,TiO2,bodipy
1092,Iodide_Triiodide,None,None,TiO2,bodipy
1093,Iodide_Triiodide,None,None,TiO2,dipyrromethene
1094,Iodide_Triiodide,None,None,TiO2,bodipy
1095,Iodide_Triiodide,None,None,TiO2,bodipy
1096,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1097,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1098,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1099,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1100,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1102,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1103,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1104,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1105,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1106,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1107,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1108,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1109,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1110,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1111,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1113,Iodide_Triiodide,None,None,TiO2,pyranylidene
1115,Iodide_Triiodide,None,None,TiO2,pyranylidene
1116,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1117,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1118,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1119,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1120,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1124,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1125,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1128,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1129,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1130,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1131,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1132,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1133,Iodide_Triiodide,None,None,TiO2,tetrathiafulvalene
1134,Iodide_Triiodide,None,None,TiO2,n-heterotriangulenes
1135,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1137,Iodide_Triiodide,None,None,TiO2,n-heterotriangulenes
1139,Iodide_Triiodide,None,None,TiO2,n-heterotriangulenes
1140,Iodide_Triiodide,None,None,TiO2,tetraphenylethene
1141,Iodide_Triiodide,None,None,TiO2,tetraphenylethene
1142,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1143,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1144,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1145,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1148,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1151,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1154,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1156,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1159,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1161,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1162,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1164,Iodide_Triiodide,None,None,TiO2,oligothiophene
1165,Iodide_Triiodide,None,None,TiO2,terthiophene
1166,Iodide_Triiodide,None,None,TiO2,terthiophene
1167,Iodide_Triiodide,None,None,TiO2,terthiophene
1168,Iodide_Triiodide,None,None,TiO2,terthiophene
1172,not specified,None,None,TiO2,triphenylamine
1173,not specified,None,None,TiO2,triphenylamine
1174,not specified,None,None,TiO2,triphenylamine
1175,not specified,None,None,TiO2,triphenylamine
1176,not specified,None,None,TiO2,triphenylamine
1177,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1178,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1179,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1182,Iodide_Triiodide,None,None,TiO2,triphenylamine
1183,Iodide_Triiodide,None,None,TiO2,triphenylamine
1184,Iodide_Triiodide,None,None,TiO2,triphenylamine
1185,Iodide_Triiodide,None,None,TiO2,triphenylamine
1186,Iodide_Triiodide,None,None,TiO2,triphenylamine
1188,Iodide_Triiodide,None,None,TiO2,triphenylamine
1190,Iodide_Triiodide,None,None,TiO2,triphenylamine
1192,Iodide_Triiodide,None,None,TiO2,triphenylamine
1194,Iodide_Triiodide,None,None,TiO2,triphenylamine
1196,Iodide_Triiodide,None,None,TiO2,dithiafulvalene
1197,Iodide_Triiodide,None,None,TiO2,dithiafulvene
1198,Iodide_Triiodide,None,None,TiO2,dithiafulvene
1199,Iodide_Triiodide,None,None,TiO2,dithiafulvene
1200,Iodide_Triiodide,None,None,TiO2,dithiafulvene
1202,Iodide_Triiodide,CDCA,None,TiO2,tetrathiafulvalene
1203,Co(II)_Co(III),CDCA,None,TiO2,benzodifuran
1204,Co(II)_Co(III),CDCA,None,TiO2,benzodifuran
1206,Co(II)_Co(III),None,None,TiO2,perylene
1207,Iodide_Triiodide,None,None,TiO2,azobenzene
1208,Iodide_Triiodide,None,None,TiO2,azobenzene
1209,Iodide_Triiodide,None,None,TiO2,azobenzene
1210,Iodide_Triiodide,None,None,TiO2,azobenzene
1211,Iodide_Triiodide,None,None,TiO2,azobenzene
1212,Iodide_Triiodide,None,None,TiO2,azobenzene
1213,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1214,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1215,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1225,Iodide_Triiodide,None,None,TiO2,anthanthrene
1226,Iodide_Triiodide,None,None,TiO2,anthanthrene
1227,Iodide_Triiodide,None,None,TiO2,anthanthrene
1228,Iodide_Triiodide,None,None,TiO2,anthanthrene
1229,Iodide_Triiodide,CDCA,None,TiO2,pyranylidene
1230,Iodide_Triiodide,CDCA,None,TiO2,pyranylidene
1231,Iodide_Triiodide,CDCA,None,TiO2,pyranylidene
1233,Iodide_Triiodide,None,None,TiO2,oligothiophene
1234,Iodide_Triiodide,None,None,TiO2,oligothiophene
1236,Iodide_Triiodide,None,None,TiO2,anthracene
1237,Iodide_Triiodide,None,None,TiO2,anthracene
1238,Iodide_Triiodide,CDCA,None,TiO2,anthracene
1239,Iodide_Triiodide,None,None,TiO2,iminodibenzyl
1242,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1244,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1246,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1247,Iodide_Triiodide,None,None,TiO2,triphenylamine
1256,Iodide_Triiodide,None,None,TiO2,squarylium
1257,Iodide_Triiodide,None,None,TiO2,triphenylamine
1259,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1260,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1261,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1262,Iodide_Triiodide,None,None,TiO2,acenaphthopyrazine
1268,Iodide_Triiodide,None,None,TiO2,triphenylamine
1269,Iodide_Triiodide,None,None,TiO2,triphenylamine
1270,Iodide_Triiodide,None,None,TiO2,triphenylamine
1271,Iodide_Triiodide,None,None,TiO2,triphenylamine
1272,Iodide_Triiodide,None,None,TiO2,triphenylamine
1281,Iodide_Triiodide,None,None,TiO2,triphenylamine
1283,Iodide_Triiodide,None,None,TiO2,triphenylamine
1284,Iodide_Triiodide,None,None,TiO2,triphenylamine
1285,Iodide_Triiodide,None,None,TiO2,triphenylamine
1286,Iodide_Triiodide,None,None,TiO2,triphenylamine
1287,Iodide_Triiodide,None,None,TiO2,triphenylamine
1291,Iodide_Triiodide,None,None,TiO2,triphenylamine
1292,Iodide_Triiodide,None,None,TiO2,triphenylamine
1293,Iodide_Triiodide,None,None,TiO2,triphenylamine
1294,Iodide_Triiodide,None,None,TiO2,triphenylamine
1295,Iodide_Triiodide,None,None,TiO2,triphenylamine
1296,Iodide_Triiodide,None,None,TiO2,triphenylamine
1297,Iodide_Triiodide,None,None,TiO2,triphenylamine
1298,Iodide_Triiodide,None,None,TiO2,triphenylamine
1299,Iodide_Triiodide,None,None,TiO2,triphenylamine
1300,Iodide_Triiodide,None,None,TiO2,triphenylamine
1301,Iodide_Triiodide,None,None,TiO2,triphenylamine
1302,Iodide_Triiodide,None,None,TiO2,triphenylamine
1305,Iodide_Triiodide,None,None,TiO2,triphenylamine
1308,Iodide_Triiodide,None,None,TiO2,triphenylamine
1313,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1314,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1315,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1316,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1317,Iodide_Triiodide,None,None,TiO2,triphenylamine
1318,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1319,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1320,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1321,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1326,Iodide_Triiodide,None,None,TiO2,triphenylamine
1327,Iodide_Triiodide,None,None,TiO2,triphenylamine
1328,Iodide_Triiodide,None,None,TiO2,triphenylamine
1330,Iodide_Triiodide,None,None,TiO2,triphenylamine
1331,Iodide_Triiodide,None,None,TiO2,triphenylamine
1332,Iodide_Triiodide,None,None,TiO2,triphenylamine
1338,Iodide_Triiodide,None,None,TiO2,triphenylamine
1341,Iodide_Triiodide,None,None,TiO2,triphenylamine
1342,Iodide_Triiodide,None,None,TiO2,triphenylamine
1343,Iodide_Triiodide,None,None,TiO2,triphenylamine
1344,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1346,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1349,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1354,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1357,Iodide_Triiodide,None,None,TiO2,triphenylamine
1358,Iodide_Triiodide,None,None,TiO2,triphenylamine
1360,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1361,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1362,Iodide_Triiodide,None,None,TiO2,triphenylamine
1363,Iodide_Triiodide,None,None,TiO2,triphenylamine
1364,Iodide_Triiodide,None,None,TiO2,triphenylamine
1366,Iodide_Triiodide,None,None,TiO2,triphenylamine
1367,Iodide_Triiodide,None,None,TiO2,triphenylamine
1368,Iodide_Triiodide,None,None,TiO2,triphenylamine
1369,Iodide_Triiodide,None,None,TiO2,triphenylamine
1370,Iodide_Triiodide,None,None,TiO2,triphenylamine
1371,Iodide_Triiodide,None,None,TiO2,triphenylamine
1372,Iodide_Triiodide,None,None,TiO2,triphenylamine
1373,Iodide_Triiodide,None,None,TiO2,triphenylamine
1376,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1377,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1378,Iodide_Triiodide,None,None,TiO2,triphenylamine
1379,Iodide_Triiodide,None,None,TiO2,triphenylamine
1380,Iodide_Triiodide,None,None,TiO2,triphenylamine
1382,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1383,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1384,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1388,Iodide_Triiodide,None,None,TiO2,triphenylamine
1389,Iodide_Triiodide,None,None,TiO2,triphenylamine
1390,Iodide_Triiodide,None,None,TiO2,triphenylamine
1392,Iodide_Triiodide,None,None,TiO2,triphenylamine
1393,Iodide_Triiodide,None,None,TiO2,triphenylamine
1398,Iodide_Triiodide,None,None,TiO2,triphenylamine
1401,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1405,Co(II)_Co(III),None,None,TiO2,triphenylamine
1407,Co(II)_Co(III),None,None,TiO2,triphenylamine
1408,Iodide_Triiodide,None,None,TiO2,triphenylamine
1409,Iodide_Triiodide,None,None,TiO2,triphenylamine
1410,Iodide_Triiodide,None,None,TiO2,triphenylamine
1411,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1413,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1415,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1416,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1417,Iodide_Triiodide,DCA,None,TiO2,triphenylamine
1422,Iodide_Triiodide,None,None,TiO2,triphenylamine
1423,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1425,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1427,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
1429,Iodide_Triiodide,None,None,TiO2,triphenylamine
1430,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
